wsfesq,AGE,66.60
wsfesq,DIS,5.5605
wsfesq,RAD,5
wsfesq,TAX,311.0
wsfesq,PTRATIO,15.20
wsfesq,B,395.60
wsfesq,LSTAT,12.43
ajsuwo,CRIM,0.14455
ajsuwo,ZN,12.50
ajsuwo,INDUS,7.870
ajsuwo,CHAS,0
ajsuwo,NOX,0.5240
ajsuwo,RM,6.1720
ajsuwo,AGE,96.10
ajsuwo,DIS,5.9505
ajsuwo,RAD,5
ajsuwo,TAX,311.0
ajsuwo,PTRATIO,15.20
ajsuwo,B,396.90
ajsuwo,LSTAT,19.15
mkwgvn,CRIM,0.21124
mkwgvn,ZN,12.50
mkwgvn,INDUS,7.870
mkwgvn,CHAS,0
mkwgvn,NOX,0.5240
mkwgvn,RM,5.6310
mkwgvn,AGE,100.00
mkwgvn,DIS,6.0821
mkwgvn,RAD,5
mkwgvn,TAX,311.0
mkwgvn,PTRATIO,15.20
mkwgvn,B,386.63
mkwgvn,LSTAT,29.93
xyupxk,CRIM,0.17004
xyupxk,ZN,12.50
xyupxk,INDUS,7.870
xyupxk,CHAS,0
xyupxk,NOX,0.5240
xyupxk,RM,6.0040
xyupxk,AGE,85.90
xyupxk,DIS,6.5921
xyupxk,RAD,5
xyupxk,TAX,311.0
xyupxk,PTRATIO,15.20
xyupxk,B,386.71
xyupxk,LSTAT,17.10
fdcubf,CRIM,0.22489
fdcubf,ZN,12.50
fdcubf,INDUS,7.870
fdcubf,CHAS,0
fdcubf,NOX,0.5240
fdcubf,RM,6.3770
fdcubf,AGE,94.30
fdcubf,DIS,6.3467
fdcubf,RAD,5
fdcubf,TAX,311.0
fdcubf,PTRATIO,15.20
fdcubf,B,392.52
fdcubf,LSTAT,20.45
ccezec,CRIM,0.11747
ccezec,ZN,12.50
ccezec,INDUS,7.870
ccezec,CHAS,0
ccezec,NOX,0.5240
ccezec,RM,6.0090
ccezec,AGE,82.90
ccezec,DIS,6.2267
ccezec,RAD,5
ccezec,TAX,311.0
ccezec,PTRATIO,15.20
ccezec,B,396.90
ccezec,LSTAT,13.27
ojsyix,CRIM,0.09378
ojsyix,ZN,12.50
ojsyix,INDUS,7.870
ojsyix,CHAS,0
ojsyix,NOX,0.5240
ojsyix,RM,5.8890
ojsyix,AGE,39.00
ojsyix,DIS,5.4509
ojsyix,RAD,5
ojsyix,TAX,311.0
ojsyix,PTRATIO,15.20
ojsyix,B,390.50
ojsyix,LSTAT,15.71
odjrpp,CRIM,0.62976
odjrpp,ZN,0.00
odjrpp,INDUS,8.140
odjrpp,CHAS,0
odjrpp,NOX,0.5380
odjrpp,RM,5.9490
odjrpp,AGE,61.80
odjrpp,DIS,4.7075
odjrpp,RAD,4
odjrpp,TAX,307.0
odjrpp,PTRATIO,21.00
odjrpp,B,396.90
odjrpp,LSTAT,8.26
wqsazv,CRIM,0.63796
wqsazv,ZN,0.00
wqsazv,INDUS,8.140
wqsazv,CHAS,0
wqsazv,NOX,0.5380
wqsazv,RM,6.0960
wqsazv,AGE,84.50
wqsazv,DIS,4.4619
wqsazv,RAD,4
wqsazv,TAX,307.0
wqsazv,PTRATIO,21.00
wqsazv,B,380.02
wqsazv,LSTAT,10.26
fbkhje,CRIM,0.62739
fbkhje,ZN,0.00
fbkhje,INDUS,8.140
fbkhje,CHAS,0
fbkhje,NOX,0.5380
fbkhje,RM,5.8340
fbkhje,AGE,56.50
fbkhje,DIS,4.4986
fbkhje,RAD,4
fbkhje,TAX,307.0
fbkhje,PTRATIO,21.00
fbkhje,B,395.62
fbkhje,LSTAT,8.47
vntzal,CRIM,1.05393
vntzal,ZN,0.00
vntzal,INDUS,8.140
vntzal,CHAS,0
vntzal,NOX,0.5380
vntzal,RM,5.9350
vntzal,AGE,29.30
vntzal,DIS,4.4986
vntzal,RAD,4
vntzal,TAX,307.0
vntzal,PTRATIO,21.00
vntzal,B,386.85
vntzal,LSTAT,6.58
aiychq,CRIM,0.78420
aiychq,ZN,0.00
aiychq,INDUS,8.140
aiychq,CHAS,0
aiychq,NOX,0.5380
aiychq,RM,5.9900
aiychq,AGE,81.70
aiychq,DIS,4.2579
aiychq,RAD,4
aiychq,TAX,307.0
aiychq,PTRATIO,21.00
aiychq,B,386.75
aiychq,LSTAT,14.67
bawqqr,CRIM,0.80271
bawqqr,ZN,0.00
bawqqr,INDUS,8.140
bawqqr,CHAS,0
bawqqr,NOX,0.5380
bawqqr,RM,5.4560
bawqqr,AGE,36.60
bawqqr,DIS,3.7965
bawqqr,RAD,4
bawqqr,TAX,307.0
bawqqr,PTRATIO,21.00
bawqqr,B,288.99
bawqqr,LSTAT,11.69
ybpqic,CRIM,0.72580
ybpqic,ZN,0.00
ybpqic,INDUS,8.140
ybpqic,CHAS,0
ybpqic,NOX,0.5380
ybpqic,RM,5.7270
ybpqic,AGE,69.50
ybpqic,DIS,3.7965
ybpqic,RAD,4
ybpqic,TAX,307.0
ybpqic,PTRATIO,21.00
ybpqic,B,390.95
ybpqic,LSTAT,11.28
tvlafb,CRIM,1.25179
tvlafb,ZN,0.00
tvlafb,INDUS,8.140
tvlafb,CHAS,0
tvlafb,NOX,0.5380
tvlafb,RM,5.5700
tvlafb,AGE,98.10
tvlafb,DIS,3.7979
tvlafb,RAD,4
tvlafb,TAX,307.0
tvlafb,PTRATIO,21.00
tvlafb,B,376.57
tvlafb,LSTAT,21.02
aagwnh,CRIM,0.85204
aagwnh,ZN,0.00
aagwnh,INDUS,8.140
aagwnh,CHAS,0
aagwnh,NOX,0.5380
aagwnh,RM,5.9650
aagwnh,AGE,89.20
aagwnh,DIS,4.0123
aagwnh,RAD,4
aagwnh,TAX,307.0
aagwnh,PTRATIO,21.00
aagwnh,B,392.53
aagwnh,LSTAT,13.83
pzesio,CRIM,1.23247
pzesio,ZN,0.00
pzesio,INDUS,8.140
pzesio,CHAS,0
pzesio,NOX,0.5380
pzesio,RM,6.1420
pzesio,AGE,91.70
pzesio,DIS,3.9769
pzesio,RAD,4
pzesio,TAX,307.0
pzesio,PTRATIO,21.00
pzesio,B,396.90
pzesio,LSTAT,18.72
pqmojx,CRIM,0.98843
pqmojx,ZN,0.00
pqmojx,INDUS,8.140
pqmojx,CHAS,0
pqmojx,NOX,0.5380
pqmojx,RM,5.8130
pqmojx,AGE,100.00
pqmojx,DIS,4.0952
pqmojx,RAD,4
pqmojx,TAX,307.0
pqmojx,PTRATIO,21.00
pqmojx,B,394.54
pqmojx,LSTAT,19.88
vsawyk,CRIM,0.75026
vsawyk,ZN,0.00
vsawyk,INDUS,8.140
vsawyk,CHAS,0
vsawyk,NOX,0.5380
vsawyk,RM,5.9240
vsawyk,AGE,94.10
vsawyk,DIS,4.3996
vsawyk,RAD,4
vsawyk,TAX,307.0
vsawyk,PTRATIO,21.00
vsawyk,B,394.33
vsawyk,LSTAT,16.30
tfdpqg,CRIM,0.84054
tfdpqg,ZN,0.00
tfdpqg,INDUS,8.140
tfdpqg,CHAS,0
tfdpqg,NOX,0.5380
tfdpqg,RM,5.5990
tfdpqg,AGE,85.70
tfdpqg,DIS,4.4546
tfdpqg,RAD,4
tfdpqg,TAX,307.0
tfdpqg,PTRATIO,21.00
tfdpqg,B,303.42
tfdpqg,LSTAT,16.51
ztmgsv,CRIM,0.67191
ztmgsv,ZN,0.00
ztmgsv,INDUS,8.140
ztmgsv,CHAS,0
ztmgsv,NOX,0.5380
ztmgsv,RM,5.8130
ztmgsv,AGE,90.30
ztmgsv,DIS,4.6820
ztmgsv,RAD,4
ztmgsv,TAX,307.0
ztmgsv,PTRATIO,21.00
ztmgsv,B,376.88
ztmgsv,LSTAT,14.81
sjopos,CRIM,0.95577
sjopos,ZN,0.00
sjopos,INDUS,8.140
sjopos,CHAS,0
sjopos,NOX,0.5380
sjopos,RM,6.0470
sjopos,AGE,88.80
sjopos,DIS,4.4534
sjopos,RAD,4
sjopos,TAX,307.0
sjopos,PTRATIO,21.00
sjopos,B,306.38
sjopos,LSTAT,17.28
mublvo,CRIM,0.77299
mublvo,ZN,0.00
mublvo,INDUS,8.140
mublvo,CHAS,0
mublvo,NOX,0.5380
mublvo,RM,6.4950
mublvo,AGE,94.40
mublvo,DIS,4.4547
mublvo,RAD,4
mublvo,TAX,307.0
mublvo,PTRATIO,21.00
mublvo,B,387.94
mublvo,LSTAT,12.80
rncveu,CRIM,1.00245
rncveu,ZN,0.00
rncveu,INDUS,8.140
rncveu,CHAS,0
rncveu,NOX,0.5380
rncveu,RM,6.6740
rncveu,AGE,87.30
rncveu,DIS,4.2390
rncveu,RAD,4
rncveu,TAX,307.0
rncveu,PTRATIO,21.00
rncveu,B,380.23
rncveu,LSTAT,11.98
cmxsme,CRIM,1.13081
cmxsme,ZN,0.00
cmxsme,INDUS,8.140
cmxsme,CHAS,0
cmxsme,NOX,0.5380
cmxsme,RM,5.7130
cmxsme,AGE,94.10
cmxsme,DIS,4.2330
cmxsme,RAD,4
cmxsme,TAX,307.0
cmxsme,PTRATIO,21.00
cmxsme,B,360.17
cmxsme,LSTAT,22.60
vtvldj,CRIM,1.35472
vtvldj,ZN,0.00
vtvldj,INDUS,8.140
vtvldj,CHAS,0
vtvldj,NOX,0.5380
vtvldj,RM,6.0720
vtvldj,AGE,100.00
vtvldj,DIS,4.1750
vtvldj,RAD,4
vtvldj,TAX,307.0
vtvldj,PTRATIO,21.00
vtvldj,B,376.73
vtvldj,LSTAT,13.04
trvtdb,CRIM,1.38799
trvtdb,ZN,0.00
trvtdb,INDUS,8.140
trvtdb,CHAS,0
trvtdb,NOX,0.5380
trvtdb,RM,5.9500
trvtdb,AGE,82.00
trvtdb,DIS,3.9900
trvtdb,RAD,4
trvtdb,TAX,307.0
trvtdb,PTRATIO,21.00
trvtdb,B,232.60
trvtdb,LSTAT,27.71
puwjet,CRIM,1.15172
puwjet,ZN,0.00
puwjet,INDUS,8.140
puwjet,CHAS,0
puwjet,NOX,0.5380
puwjet,RM,5.7010
puwjet,AGE,95.00
puwjet,DIS,3.7872
puwjet,RAD,4
puwjet,TAX,307.0
puwjet,PTRATIO,21.00
puwjet,B,358.77
puwjet,LSTAT,18.35
jglubt,CRIM,1.61282
jglubt,ZN,0.00
jglubt,INDUS,8.140
jglubt,CHAS,0
jglubt,NOX,0.5380
jglubt,RM,6.0960
jglubt,AGE,96.90
jglubt,DIS,3.7598
jglubt,RAD,4
jglubt,TAX,307.0
jglubt,PTRATIO,21.00
jglubt,B,248.31
jglubt,LSTAT,20.34
szfzrf,CRIM,0.06417
szfzrf,ZN,0.00
szfzrf,INDUS,5.960
szfzrf,CHAS,0
szfzrf,NOX,0.4990
szfzrf,RM,5.9330
szfzrf,AGE,68.20
szfzrf,DIS,3.3603
szfzrf,RAD,5
szfzrf,TAX,279.0
szfzrf,PTRATIO,19.20
szfzrf,B,396.90
szfzrf,LSTAT,9.68
txuzqh,CRIM,0.09744
txuzqh,ZN,0.00
txuzqh,INDUS,5.960
txuzqh,CHAS,0
txuzqh,NOX,0.4990
txuzqh,RM,5.8410
txuzqh,AGE,61.40
txuzqh,DIS,3.3779
txuzqh,RAD,5
txuzqh,TAX,279.0
txuzqh,PTRATIO,19.20
txuzqh,B,377.56
txuzqh,LSTAT,11.41
grtoti,CRIM,0.08014
grtoti,ZN,0.00
grtoti,INDUS,5.960
grtoti,CHAS,0
grtoti,NOX,0.4990
grtoti,RM,5.8500
grtoti,AGE,41.50
grtoti,DIS,3.9342
grtoti,RAD,5
grtoti,TAX,279.0
grtoti,PTRATIO,19.20
grtoti,B,396.90
grtoti,LSTAT,8.77
ywilsf,CRIM,0.17505
ywilsf,ZN,0.00
ywilsf,INDUS,5.960
ywilsf,CHAS,0
ywilsf,NOX,0.4990
ywilsf,RM,5.9660
ywilsf,AGE,30.20
ywilsf,DIS,3.8473
ywilsf,RAD,5
ywilsf,TAX,279.0
ywilsf,PTRATIO,19.20
ywilsf,B,393.43
ywilsf,LSTAT,10.13
rqsbpa,CRIM,0.02763
rqsbpa,ZN,75.00
rqsbpa,INDUS,2.950
rqsbpa,CHAS,0
rqsbpa,NOX,0.4280
rqsbpa,RM,6.5950
rqsbpa,AGE,21.80
rqsbpa,DIS,5.4011
rqsbpa,RAD,3
rqsbpa,TAX,252.0
rqsbpa,PTRATIO,18.30
rqsbpa,B,395.63
rqsbpa,LSTAT,4.32
ezyyoh,CRIM,0.03359
ezyyoh,ZN,75.00
ezyyoh,INDUS,2.950
ezyyoh,CHAS,0
ezyyoh,NOX,0.4280
ezyyoh,RM,7.0240
ezyyoh,AGE,15.80
ezyyoh,DIS,5.4011
ezyyoh,RAD,3
ezyyoh,TAX,252.0
ezyyoh,PTRATIO,18.30
ezyyoh,B,395.62
ezyyoh,LSTAT,1.98
qamrlp,CRIM,0.12744
qamrlp,ZN,0.00
qamrlp,INDUS,6.910
qamrlp,CHAS,0
qamrlp,NOX,0.4480
qamrlp,RM,6.7700
qamrlp,AGE,2.90
qamrlp,DIS,5.7209
qamrlp,RAD,3
qamrlp,TAX,233.0
qamrlp,PTRATIO,17.90
qamrlp,B,385.41
qamrlp,LSTAT,4.84
roiaul,CRIM,0.14150
roiaul,ZN,0.00
roiaul,INDUS,6.910
roiaul,CHAS,0
roiaul,NOX,0.4480
roiaul,RM,6.1690
roiaul,AGE,6.60
roiaul,DIS,5.7209
roiaul,RAD,3
roiaul,TAX,233.0
roiaul,PTRATIO,17.90
roiaul,B,383.37
roiaul,LSTAT,5.81
mfydpr,CRIM,0.15936
mfydpr,ZN,0.00
mfydpr,INDUS,6.910
mfydpr,CHAS,0
mfydpr,NOX,0.4480
mfydpr,RM,6.2110
mfydpr,AGE,6.50
mfydpr,DIS,5.7209
mfydpr,RAD,3
mfydpr,TAX,233.0
mfydpr,PTRATIO,17.90
mfydpr,B,394.46
mfydpr,LSTAT,7.44
vtgvjb,CRIM,0.12269
vtgvjb,ZN,0.00
vtgvjb,INDUS,6.910
vtgvjb,CHAS,0
vtgvjb,NOX,0.4480
vtgvjb,RM,6.0690
vtgvjb,AGE,40.00
vtgvjb,DIS,5.7209
vtgvjb,RAD,3
vtgvjb,TAX,233.0
vtgvjb,PTRATIO,17.90
vtgvjb,B,389.39
vtgvjb,LSTAT,9.55
rhhsgi,CRIM,0.17142
rhhsgi,ZN,0.00
rhhsgi,INDUS,6.910
rhhsgi,CHAS,0
rhhsgi,NOX,0.4480
rhhsgi,RM,5.6820
rhhsgi,AGE,33.80
rhhsgi,DIS,5.1004
rhhsgi,RAD,3
rhhsgi,TAX,233.0
rhhsgi,PTRATIO,17.90
rhhsgi,B,396.90
rhhsgi,LSTAT,10.21
doyrlx,CRIM,0.18836
doyrlx,ZN,0.00
doyrlx,INDUS,6.910
doyrlx,CHAS,0
doyrlx,NOX,0.4480
doyrlx,RM,5.7860
doyrlx,AGE,33.30
doyrlx,DIS,5.1004
doyrlx,RAD,3
doyrlx,TAX,233.0
doyrlx,PTRATIO,17.90
doyrlx,B,396.90
doyrlx,LSTAT,14.15
nutwrt,CRIM,0.22927
nutwrt,ZN,0.00
nutwrt,INDUS,6.910
nutwrt,CHAS,0
nutwrt,NOX,0.4480
nutwrt,RM,6.0300
nutwrt,AGE,85.50
nutwrt,DIS,5.6894
nutwrt,RAD,3
nutwrt,TAX,233.0
nutwrt,PTRATIO,17.90
nutwrt,B,392.74
nutwrt,LSTAT,18.80
irkwin,CRIM,0.25387
irkwin,ZN,0.00
irkwin,INDUS,6.910
irkwin,CHAS,0
irkwin,NOX,0.4480
irkwin,RM,5.3990
irkwin,AGE,95.30
irkwin,DIS,5.8700
irkwin,RAD,3
irkwin,TAX,233.0
irkwin,PTRATIO,17.90
irkwin,B,396.90
irkwin,LSTAT,30.81
usmrzw,CRIM,0.21977
usmrzw,ZN,0.00
usmrzw,INDUS,6.910
usmrzw,CHAS,0
usmrzw,NOX,0.4480
usmrzw,RM,5.6020
usmrzw,AGE,62.00
usmrzw,DIS,6.0877
usmrzw,RAD,3
usmrzw,TAX,233.0
usmrzw,PTRATIO,17.90
usmrzw,B,396.90
usmrzw,LSTAT,16.20
iquuim,CRIM,0.08873
iquuim,ZN,21.00
iquuim,INDUS,5.640
iquuim,CHAS,0
iquuim,NOX,0.4390
iquuim,RM,5.9630
iquuim,AGE,45.70
iquuim,DIS,6.8147
iquuim,RAD,4
iquuim,TAX,243.0
iquuim,PTRATIO,16.80
iquuim,B,395.56
iquuim,LSTAT,13.45
qavbri,CRIM,0.04337
qavbri,ZN,21.00
qavbri,INDUS,5.640
qavbri,CHAS,0
qavbri,NOX,0.4390
qavbri,RM,6.1150
qavbri,AGE,63.00
qavbri,DIS,6.8147
qavbri,RAD,4
qavbri,TAX,243.0
qavbri,PTRATIO,16.80
qavbri,B,393.97
qavbri,LSTAT,9.43
ejdqdd,CRIM,0.05360
ejdqdd,ZN,21.00
ejdqdd,INDUS,5.640
ejdqdd,CHAS,0
ejdqdd,NOX,0.4390
ejdqdd,RM,6.5110
ejdqdd,AGE,21.10
ejdqdd,DIS,6.8147
ejdqdd,RAD,4
ejdqdd,TAX,243.0
ejdqdd,PTRATIO,16.80
ejdqdd,B,396.90
ejdqdd,LSTAT,5.28
fmlfig,CRIM,0.04981
fmlfig,ZN,21.00
fmlfig,INDUS,5.640
fmlfig,CHAS,0
fmlfig,NOX,0.4390
fmlfig,RM,5.9980
fmlfig,AGE,21.40
fmlfig,DIS,6.8147
fmlfig,RAD,4
fmlfig,TAX,243.0
fmlfig,PTRATIO,16.80
fmlfig,B,396.90
fmlfig,LSTAT,8.43
sphvpb,CRIM,0.01360
sphvpb,ZN,75.00
sphvpb,INDUS,4.000
sphvpb,CHAS,0
sphvpb,NOX,0.4100
sphvpb,RM,5.8880
sphvpb,AGE,47.60
sphvpb,DIS,7.3197
sphvpb,RAD,3
sphvpb,TAX,469.0
sphvpb,PTRATIO,21.10
sphvpb,B,396.90
sphvpb,LSTAT,14.80
xtggib,CRIM,0.01311
xtggib,ZN,90.00
xtggib,INDUS,1.220
xtggib,CHAS,0
xtggib,NOX,0.4030
xtggib,RM,7.2490
xtggib,AGE,21.90
xtggib,DIS,8.6966
xtggib,RAD,5
xtggib,TAX,226.0
xtggib,PTRATIO,17.90
xtggib,B,395.93
xtggib,LSTAT,4.81
tueyun,CRIM,0.02055
tueyun,ZN,85.00
tueyun,INDUS,0.740
tueyun,CHAS,0
tueyun,NOX,0.4100
tueyun,RM,6.3830
tueyun,AGE,35.70
tueyun,DIS,9.1876
tueyun,RAD,2
tueyun,TAX,313.0
tueyun,PTRATIO,17.30
tueyun,B,396.90
tueyun,LSTAT,5.77
uagahk,CRIM,0.01432
uagahk,ZN,100.00
uagahk,INDUS,1.320
uagahk,CHAS,0
uagahk,NOX,0.4110
uagahk,RM,6.8160
uagahk,AGE,40.50
uagahk,DIS,8.3248
uagahk,RAD,5
uagahk,TAX,256.0
uagahk,PTRATIO,15.10
uagahk,B,392.90
uagahk,LSTAT,3.95
mootpi,CRIM,0.15445
mootpi,ZN,25.00
mootpi,INDUS,5.130
mootpi,CHAS,0
mootpi,NOX,0.4530
mootpi,RM,6.1450
mootpi,AGE,29.20
mootpi,DIS,7.8148
mootpi,RAD,8
mootpi,TAX,284.0
mootpi,PTRATIO,19.70
mootpi,B,390.68
mootpi,LSTAT,6.86
ziahrq,CRIM,0.10328
ziahrq,ZN,25.00
ziahrq,INDUS,5.130
ziahrq,CHAS,0
ziahrq,NOX,0.4530
ziahrq,RM,5.9270
ziahrq,AGE,47.20
ziahrq,DIS,6.9320
ziahrq,RAD,8
ziahrq,TAX,284.0
ziahrq,PTRATIO,19.70
ziahrq,B,396.90
ziahrq,LSTAT,9.22
hzrmvr,CRIM,0.14932
hzrmvr,ZN,25.00
hzrmvr,INDUS,5.130
hzrmvr,CHAS,0
hzrmvr,NOX,0.4530
hzrmvr,RM,5.7410
hzrmvr,AGE,66.20
hzrmvr,DIS,7.2254
hzrmvr,RAD,8
hzrmvr,TAX,284.0
hzrmvr,PTRATIO,19.70
hzrmvr,B,395.11
hzrmvr,LSTAT,13.15
ygwxrn,CRIM,0.17171
ygwxrn,ZN,25.00
ygwxrn,INDUS,5.130
ygwxrn,CHAS,0
ygwxrn,NOX,0.4530
ygwxrn,RM,5.9660
ygwxrn,AGE,93.40
ygwxrn,DIS,6.8185
ygwxrn,RAD,8
ygwxrn,TAX,284.0
ygwxrn,PTRATIO,19.70
ygwxrn,B,378.08
ygwxrn,LSTAT,14.44
hoxtar,CRIM,0.11027
hoxtar,ZN,25.00
hoxtar,INDUS,5.130
hoxtar,CHAS,0
hoxtar,NOX,0.4530
hoxtar,RM,6.4560
hoxtar,AGE,67.80
hoxtar,DIS,7.2255
hoxtar,RAD,8
hoxtar,TAX,284.0
hoxtar,PTRATIO,19.70
hoxtar,B,396.90
hoxtar,LSTAT,6.73
abjrjz,CRIM,0.12650
abjrjz,ZN,25.00
abjrjz,INDUS,5.130
abjrjz,CHAS,0
abjrjz,NOX,0.4530
abjrjz,RM,6.7620
abjrjz,AGE,43.40
abjrjz,DIS,7.9809
abjrjz,RAD,8
abjrjz,TAX,284.0
abjrjz,PTRATIO,19.70
abjrjz,B,395.58
abjrjz,LSTAT,9.50
mjbavs,CRIM,0.01951
mjbavs,ZN,17.50
mjbavs,INDUS,1.380
mjbavs,CHAS,0
mjbavs,NOX,0.4161
mjbavs,RM,7.1040
mjbavs,AGE,59.50
mjbavs,DIS,9.2229
mjbavs,RAD,3
mjbavs,TAX,216.0
mjbavs,PTRATIO,18.60
mjbavs,B,393.24
mjbavs,LSTAT,8.05
fafkfd,CRIM,0.03584
fafkfd,ZN,80.00
fafkfd,INDUS,3.370
fafkfd,CHAS,0
fafkfd,NOX,0.3980
fafkfd,RM,6.2900
fafkfd,AGE,17.80
fafkfd,DIS,6.6115
fafkfd,RAD,4
fafkfd,TAX,337.0
fafkfd,PTRATIO,16.10
fafkfd,B,396.90
fafkfd,LSTAT,4.67
uwfwrm,CRIM,0.04379
uwfwrm,ZN,80.00
uwfwrm,INDUS,3.370
uwfwrm,CHAS,0
uwfwrm,NOX,0.3980
uwfwrm,RM,5.7870
uwfwrm,AGE,31.10
uwfwrm,DIS,6.6115
uwfwrm,RAD,4
uwfwrm,TAX,337.0
uwfwrm,PTRATIO,16.10
uwfwrm,B,396.90
uwfwrm,LSTAT,10.24
tmvxtt,CRIM,0.05789
tmvxtt,ZN,12.50
tmvxtt,INDUS,6.070
tmvxtt,CHAS,0
tmvxtt,NOX,0.4090
tmvxtt,RM,5.8780
tmvxtt,AGE,21.40
tmvxtt,DIS,6.4980
tmvxtt,RAD,4
tmvxtt,TAX,345.0
tmvxtt,PTRATIO,18.90
tmvxtt,B,396.21
tmvxtt,LSTAT,8.10
ynhiez,CRIM,0.13554
ynhiez,ZN,12.50
ynhiez,INDUS,6.070
ynhiez,CHAS,0
ynhiez,NOX,0.4090
ynhiez,RM,5.5940
ynhiez,AGE,36.80
ynhiez,DIS,6.4980
ynhiez,RAD,4
ynhiez,TAX,345.0
ynhiez,PTRATIO,18.90
ynhiez,B,396.90
ynhiez,LSTAT,13.09
hkqazx,CRIM,0.12816
hkqazx,ZN,12.50
hkqazx,INDUS,6.070
hkqazx,CHAS,0
hkqazx,NOX,0.4090
hkqazx,RM,5.8850
hkqazx,AGE,33.00
hkqazx,DIS,6.4980
hkqazx,RAD,4
hkqazx,TAX,345.0
hkqazx,PTRATIO,18.90
hkqazx,B,396.90
hkqazx,LSTAT,8.79
ccthfh,CRIM,0.08826
ccthfh,ZN,0.00
ccthfh,INDUS,10.810
ccthfh,CHAS,0
ccthfh,NOX,0.4130
ccthfh,RM,6.4170
ccthfh,AGE,6.60
ccthfh,DIS,5.2873
ccthfh,RAD,4
ccthfh,TAX,305.0
ccthfh,PTRATIO,19.20
ccthfh,B,383.73
ccthfh,LSTAT,6.72
jutrnb,CRIM,0.15876
jutrnb,ZN,0.00
jutrnb,INDUS,10.810
jutrnb,CHAS,0
jutrnb,NOX,0.4130
jutrnb,RM,5.9610
jutrnb,AGE,17.50
jutrnb,DIS,5.2873
jutrnb,RAD,4
jutrnb,TAX,305.0
jutrnb,PTRATIO,19.20
jutrnb,B,376.94
jutrnb,LSTAT,9.88
wktjzw,CRIM,0.09164
wktjzw,ZN,0.00
wktjzw,INDUS,10.810
wktjzw,CHAS,0
wktjzw,NOX,0.4130
wktjzw,RM,6.0650
wktjzw,AGE,7.80
wktjzw,DIS,5.2873
wktjzw,RAD,4
wktjzw,TAX,305.0
wktjzw,PTRATIO,19.20
wktjzw,B,390.91
wktjzw,LSTAT,5.52
chpjiy,CRIM,0.19539
chpjiy,ZN,0.00
chpjiy,INDUS,10.810
chpjiy,CHAS,0
chpjiy,NOX,0.4130
chpjiy,RM,6.2450
chpjiy,AGE,6.20
chpjiy,DIS,5.2873
chpjiy,RAD,4
chpjiy,TAX,305.0
chpjiy,PTRATIO,19.20
chpjiy,B,377.17
chpjiy,LSTAT,7.54
oxskfw,CRIM,0.07896
oxskfw,ZN,0.00
oxskfw,INDUS,12.830
oxskfw,CHAS,0
oxskfw,NOX,0.4370
oxskfw,RM,6.2730
oxskfw,AGE,6.00
oxskfw,DIS,4.2515
oxskfw,RAD,5
oxskfw,TAX,398.0
oxskfw,PTRATIO,18.70
oxskfw,B,394.92
oxskfw,LSTAT,6.78
jwybff,CRIM,0.09512
jwybff,ZN,0.00
